feature_name,feature_importance,rank,fold_number
ic.eps.s,0.32925101463652573,2,16
ela_level.lda_qda_25,0.0742713942004862,3,16
disp.diff_median_25,0.07269407806379238,4,16
ela_distr.number_of_peaks,0.05145501217577103,5,16
pca.expl_var_PC1.cov_init,0.046467284230746156,6,16
ela_distr.skewness,0.04045572670437337,7,16
ela_level.lda_qda_10,0.039029828257179516,8,16
ela_level.lda_mda_25,0.024458147435460608,9,16
ela_level.lda_mda_50,0.02189189306305588,10,16
ela_meta.quad_simple.cond,0.021189748694364054,11,16
ela_meta.quad_w_interact.adj_r2,0.020588755129848788,12,16
ela_level.lda_mda_10,0.01970658562722272,13,16
pca.expl_var_PC1.cor_x,0.018078138908911686,14,16
ela_level.mmce_mda_50,0.018009067288860064,15,16
ela_meta.lin_simple.coef.max_by_min,0.017764709765041544,16,16
ela_level.lda_qda_50,0.016468459786554257,17,16
nbc.nn_nb.cor,0.014919379727665369,18,16
ela_level.mmce_qda_10,0.011480132598850964,19,16
ela_meta.lin_simple.adj_r2,0.01062104991575197,20,16
ela_level.qda_mda_50,0.007824654304942202,21,16
nbc.nb_fitness.cor,0.007653919178454531,22,16
ela_level.mmce_lda_10,0.007034738581925585,23,16
ela_level.mmce_lda_50,0.0064249491731174415,24,16
ela_level.mmce_lda_25,0.005617560682975871,25,16
ela_level.qda_mda_25,0.005437505675448056,26,16
pca.expl_var.cor_init,0.0025225048747798376,27,16
ela_meta.lin_simple.coef.min,0.33105803164947145,1,17
pca.expl_var_PC1.cov_init,0.32906207312684815,2,17
ic.eps.ratio,0.29205934695384883,3,17
disp.diff_median_25,0.10311586377905504,4,17
ela_level.lda_qda_10,0.06024857746165247,5,17
ela_level.lda_mda_10,0.04001802721410241,6,17
ela_distr.number_of_peaks,0.032577808797224425,7,17
ela_distr.skewness,0.028853762468779597,8,17
nbc.nn_nb.cor,0.02211579662814161,9,17
ela_level.mmce_qda_10,0.021786148139335156,10,17
ela_level.lda_qda_50,0.02032599478026069,11,17
ela_level.lda_mda_25,0.018225980093884136,12,17
ela_level.lda_qda_25,0.017089438907593815,13,17
ela_meta.lin_simple.coef.max_by_min,0.016563003753289778,14,17
pca.expl_var_PC1.cor_x,0.016120593656917336,15,17
ela_meta.quad_simple.cond,0.013497443290045428,16,17
ela_level.lda_mda_50,0.013385285570556403,17,17
ela_level.mmce_lda_50,0.012534655292231337,18,17
ela_level.mmce_mda_10,0.011813805594168498,19,17
ela_meta.lin_simple.adj_r2,0.011693982170321901,20,17
ela_meta.quad_w_interact.adj_r2,0.009746004907424844,21,17
nbc.nb_fitness.cor,0.009674128856090468,22,17
ela_level.qda_mda_25,0.00931321717768435,23,17
ela_level.mmce_lda_25,0.007957005721350123,24,17
ela_level.mmce_mda_50,0.0077762802109439064,25,17
ela_level.qda_mda_50,0.005507100866962314,26,17
pca.expl_var.cor_init,0.0034893758197116573,27,17
ic.eps.ratio,0.45546988514524617,1,18
ic.eps.max,0.22629887777812077,2,18
pca.expl_var_PC1.cov_init,0.2183149068318237,3,18
disp.ratio_mean_10,0.12512267011490155,4,18
ela_level.lda_qda_25,0.059280039367281004,5,18
ela_distr.skewness,0.04280760103725016,6,18
ela_level.lda_qda_10,0.04197268064399476,7,18
ela_meta.lin_simple.coef.max_by_min,0.022191099706008806,8,18
nbc.nn_nb.cor,0.0207447673153837,9,18
ela_meta.quad_w_interact.adj_r2,0.020334683120051166,10,18
ela_distr.number_of_peaks,0.019616543539813912,11,18
ela_level.lda_qda_50,0.017169511048008738,12,18
ela_meta.quad_simple.cond,0.016381204870581898,13,18
ela_meta.lin_simple.adj_r2,0.015850139174673872,14,18
ela_level.lda_mda_50,0.01564173500032579,15,18
ela_level.mmce_qda_10,0.01562740104963391,16,18
ela_level.lda_mda_25,0.011897022166609712,17,18
ela_level.lda_mda_10,0.009891029708779395,18,18
nbc.nb_fitness.cor,0.009834542169205448,19,18
ela_level.mmce_lda_50,0.009540166398121507,20,18
pca.expl_var.cor_init,0.00853005168386046,21,18
ela_level.mmce_lda_10,0.008517260642357503,22,18
pca.expl_var_PC1.cor_x,0.00804762222211724,23,18
ela_level.mmce_lda_25,0.007464299745012337,24,18
ela_level.mmce_mda_50,0.007162535129915295,25,18
ela_level.qda_mda_50,0.006936749014727047,26,18
ela_level.qda_mda_25,0.004916111362551784,27,18
ic.eps.s,0.42870712062060806,1,19
ela_meta.lin_simple.intercept,0.3664811429678084,2,19
pca.expl_var_PC1.cov_init,0.11605182825372841,3,19
disp.ratio_mean_10,0.10931942058116177,4,19
ela_level.lda_qda_25,0.06059697568932024,5,19
ela_distr.skewness,0.04358430768589256,6,19
ela_level.lda_qda_10,0.03241301409444441,7,19
ela_level.lda_qda_50,0.03210222711430542,8,19
pca.expl_var_PC1.cor_x,0.02593634290646629,9,19
nbc.nn_nb.cor,0.025847603444578187,10,19
ela_level.mmce_mda_50,0.024182213621781832,11,19
ela_level.mmce_qda_10,0.021613325829256323,12,19
ela_meta.lin_simple.coef.max_by_min,0.01801209981871738,13,19
ela_level.lda_mda_10,0.016838909180221108,14,19
ela_distr.number_of_peaks,0.012841707499551549,15,19
ela_level.lda_mda_25,0.012254794929575302,16,19
ela_level.qda_mda_50,0.011334255689338341,17,19
ela_level.lda_mda_50,0.01107328569201484,18,19
nbc.nb_fitness.cor,0.01050399283980206,19,19
ela_level.mmce_mda_10,0.0101152272841134,20,19
ela_meta.quad_simple.cond,0.008497557296533474,21,19
ela_level.mmce_lda_50,0.007470836299243686,22,19
ela_meta.quad_w_interact.adj_r2,0.007096925800100706,23,19
ela_level.mmce_lda_25,0.0067698306638673674,24,19
ela_level.qda_mda_25,0.005044525999674209,25,19
pca.expl_var.cor_init,0.004779524696892738,26,19
pca.expl_var_PC1.cor_init,0.004704652376491928,27,19
ela_meta.lin_simple.intercept,0.4318617412390776,1,20
ic.eps.s,0.2807058801145686,2,20
disp.ratio_mean_10,0.11773294258848813,3,20
pca.expl_var_PC1.cov_init,0.10651249500449846,4,20
ela_distr.number_of_peaks,0.06421285875712626,5,20
ela_level.mmce_mda_50,0.04857748033790078,6,20
ela_level.lda_qda_25,0.03742910180165886,7,20
ela_distr.skewness,0.031020257067319056,8,20
ela_level.lda_mda_25,0.03091443776784643,9,20
ela_level.lda_qda_10,0.03078211233461714,10,20
ela_meta.lin_simple.coef.max_by_min,0.021099820397407328,11,20
ela_level.lda_mda_50,0.020584524722466187,12,20
ela_level.lda_qda_50,0.01454756084438192,13,20
ela_level.lda_mda_10,0.013168807581198814,14,20
ela_meta.quad_simple.cond,0.012357512675275023,15,20
nbc.nn_nb.cor,0.0110851106295782,16,20
ela_level.mmce_lda_50,0.00982815864116363,17,20
ela_meta.lin_simple.adj_r2,0.009705948055703534,18,20
ela_level.mmce_lda_25,0.009089974913449097,19,20
ela_level.mmce_qda_10,0.008842906622508993,20,20
ela_meta.quad_w_interact.adj_r2,0.008641853580278601,21,20
ela_level.qda_mda_50,0.007151464593702613,22,20
pca.expl_var.cor_init,0.005365922754850819,23,20
ela_level.qda_mda_25,0.0042323517295052866,24,20
nbc.nb_fitness.cor,0.003221600481454815,25,20
pca.expl_var_PC1.cor_x,0.0029894662566332737,26,20
ela_level.mmce_lda_10,0.0017315759497110725,27,20
ic.eps.s,0.470404837022391,1,21
ela_meta.lin_simple.coef.min,0.3281825139318624,2,21
pca.expl_var_PC1.cov_init,0.15333270119196493,3,21
disp.ratio_mean_10,0.07925848219150267,4,21
ela_level.lda_qda_50,0.06356257020791653,5,21
ela_distr.number_of_peaks,0.04990276176063264,6,21
ela_distr.skewness,0.03454849041577483,7,21
ela_meta.lin_simple.coef.max_by_min,0.027036721372175256,8,21
nbc.nn_nb.cor,0.022913060303344612,9,21
ela_level.lda_qda_10,0.02181439947283395,10,21
ela_level.lda_mda_10,0.02122703271652819,11,21
ela_level.lda_mda_50,0.020074956929065024,12,21
nbc.nb_fitness.cor,0.015713980416652958,13,21
ela_level.lda_mda_25,0.015023391964995806,14,21
ela_meta.quad_simple.cond,0.014340035081552868,15,21
ela_meta.lin_simple.adj_r2,0.013927005878568346,16,21
ela_level.mmce_mda_50,0.011709899019197409,17,21
ela_level.mmce_lda_10,0.011117182667494079,18,21
ela_level.mmce_qda_10,0.01107581450970074,19,21
ela_level.mmce_lda_50,0.011066088583992934,20,21
ela_level.qda_mda_25,0.010412840664631962,21,21
ela_level.qda_mda_50,0.010099669266155147,22,21
ela_level.mmce_lda_25,0.008559692843236844,23,21
pca.expl_var_PC1.cor_x,0.007655638987280991,24,21
ela_meta.quad_w_interact.adj_r2,0.006178795960411657,25,21
pca.expl_var.cor_init,0.005297767396064596,26,21
ela_meta.lin_simple.intercept,0.3954194452790711,1,22
ic.eps.s,0.34788869052400606,2,22
pca.expl_var_PC1.cov_init,0.11605141539258612,3,22
ic.h.max,0.06557799346566637,4,22
ela_distr.skewness,0.05604811852274917,5,22
ela_level.lda_qda_25,0.05310046649171727,6,22
disp.ratio_mean_10,0.04880298939500386,7,22
ela_level.lda_qda_10,0.03812406722714966,8,22
ela_level.mmce_mda_50,0.030191981731759406,9,22
ela_meta.lin_simple.adj_r2,0.029099381423094105,10,22
ela_distr.number_of_peaks,0.028256594825158708,11,22
ela_meta.quad_simple.cond,0.021629603594853337,12,22
ela_level.lda_qda_50,0.019560320371953016,13,22
ela_meta.lin_simple.coef.max_by_min,0.01675721796270763,14,22
nbc.nn_nb.cor,0.015400364586886829,15,22
ela_level.lda_mda_25,0.012388633898595812,16,22
ela_level.lda_mda_50,0.011998555819408223,17,22
ela_level.qda_mda_50,0.009299022243514608,18,22
nbc.nb_fitness.cor,0.009108945168530133,19,22
pca.expl_var_PC1.cor_x,0.008756094215723303,20,22
ela_level.mmce_qda_10,0.008731466019680929,21,22
ela_meta.quad_w_interact.adj_r2,0.007593342116552399,22,22
ela_level.lda_mda_10,0.007582644659078178,23,22
ela_level.mmce_lda_25,0.007149058361591466,24,22
pca.expl_var.cor_init,0.007003252321943269,25,22
ela_level.mmce_lda_50,0.006327129420382057,26,22
ela_level.qda_mda_25,0.005217032203140807,27,22
ela_level.mmce_lda_10,0.0035105278929430414,28,22
ela_meta.lin_simple.intercept,0.4515091154362564,1,23
ic.eps.s,0.26321156945739504,2,23
disp.ratio_mean_10,0.09827964697071218,3,23
pca.expl_var_PC1.cov_init,0.08616103621484046,4,23
ela_distr.skewness,0.06993060136064036,5,23
ela_level.lda_qda_25,0.06238003296780142,6,23
ela_level.lda_qda_10,0.04304039776867515,7,23
ela_distr.number_of_peaks,0.030514011636957022,8,23
nbc.nn_nb.cor,0.029296193251997355,9,23
ela_meta.quad_simple.cond,0.023489603876814372,10,23
ela_level.mmce_qda_10,0.023248966497441972,11,23
ela_level.lda_qda_50,0.02278312615337559,12,23
ela_meta.lin_simple.coef.max_by_min,0.019880790164051605,13,23
ela_level.lda_mda_50,0.01954567147091292,14,23
ela_meta.lin_simple.adj_r2,0.018906438489774465,15,23
ela_level.lda_mda_25,0.018586736721838058,16,23
ela_level.lda_mda_10,0.01554467938288243,17,23
ela_level.mmce_mda_50,0.014375920096659943,18,23
nbc.nb_fitness.cor,0.012433171335952928,19,23
ela_level.qda_mda_50,0.011002501149721938,20,23
ela_meta.quad_w_interact.adj_r2,0.009289783686818556,21,23
ela_level.mmce_lda_25,0.008806755477940301,22,23
ela_level.mmce_lda_50,0.007484428909665625,23,23
ela_level.mmce_lda_10,0.005808437575283602,24,23
pca.expl_var.cor_init,0.003834697826043893,25,23
ela_level.qda_mda_25,0.0032128507602214107,26,23
pca.expl_var_PC1.cor_x,0.003146475596212173,27,23
ela_meta.lin_simple.intercept,0.43990987637685913,1,24
ic.eps.s,0.30015600448371677,2,24
disp.diff_median_10,0.12782637417562606,3,24
pca.expl_var_PC1.cov_init,0.08180589280795453,4,24
ela_level.lda_qda_25,0.08097283105845733,5,24
ela_level.lda_qda_10,0.039758102263936446,6,24
ela_distr.skewness,0.03194180703596366,7,24
ela_distr.number_of_peaks,0.03181898499038908,8,24
ela_meta.lin_simple.adj_r2,0.029811186725124204,9,24
ela_meta.lin_simple.coef.max_by_min,0.02781137105683691,10,24
nbc.nn_nb.cor,0.024534190886394844,11,24
ela_level.lda_qda_50,0.021705266736170632,12,24
ela_meta.quad_simple.cond,0.021150318559813516,13,24
ela_level.mmce_qda_10,0.01987380480211338,14,24
ela_meta.quad_w_interact.adj_r2,0.018063974925181366,15,24
ela_level.lda_mda_10,0.018002750304502674,16,24
ela_level.lda_mda_50,0.01621962008967621,17,24
ela_level.lda_mda_25,0.014702830454224432,18,24
pca.expl_var_PC1.cor_x,0.012794656685492064,19,24
ela_level.mmce_mda_50,0.010469450030532367,20,24
ela_level.qda_mda_50,0.007733018883289645,21,24
nbc.nb_fitness.cor,0.006606092673020268,22,24
ela_level.qda_mda_25,0.006422724069395632,23,24
ela_level.mmce_lda_50,0.005943117847820747,24,24
ela_level.mmce_lda_25,0.0050372189755445215,25,24
ela_level.mmce_lda_10,0.0037880765012341055,26,24
pca.expl_var.cor_init,0.003260067782080507,27,24
ela_meta.lin_simple.coef.min,0.4207598361703264,1,25
ic.eps.s,0.4160592297543025,2,25
pca.expl_var.cov_init,0.22286095004373407,3,25
disp.ratio_mean_10,0.0841334959602911,4,25
ela_level.lda_qda_25,0.061825642026867515,5,25
ela_distr.number_of_peaks,0.056550352892468736,6,25
ela_distr.skewness,0.030438753768983,7,25
ela_level.lda_mda_50,0.024323829221818114,8,25
nbc.nn_nb.cor,0.022741806169145642,9,25
ela_meta.lin_simple.coef.max_by_min,0.02014719837821069,10,25
ela_level.lda_qda_10,0.01862333836035227,11,25
ela_level.lda_mda_10,0.017991683172855648,12,25
ela_level.qda_mda_25,0.016896998017207805,13,25
ela_level.mmce_qda_10,0.0157313593741345,14,25
ela_meta.quad_simple.cond,0.015604615500648008,15,25
ela_level.lda_mda_25,0.015515554782819,16,25
ela_level.mmce_lda_50,0.014862231824013968,17,25
ela_meta.lin_simple.adj_r2,0.014093182578617372,18,25
ela_level.mmce_mda_50,0.011438936254510715,19,25
nbc.nb_fitness.cor,0.01048306382581408,20,25
ela_level.mmce_lda_10,0.008238895029713603,21,25
ela_level.mmce_lda_25,0.007764128439992767,22,25
ela_meta.quad_w_interact.adj_r2,0.007529946599949655,23,25
ela_level.qda_mda_50,0.004758603526593811,24,25
pca.expl_var_PC1.cor_x,0.004306029547465258,25,25
pca.expl_var.cor_init,0.0038283993402282736,26,25
ic.eps.s,0.5128719371093144,1,26
ic.eps.max,0.35113631944733226,2,26
pca.expl_var_PC1.cov_init,0.11451896166354594,3,26
disp.ratio_mean_10,0.0534329264022203,4,26
ela_level.lda_qda_25,0.050844614726740074,5,26
ela_distr.number_of_peaks,0.04608158110416974,6,26
ela_level.lda_qda_10,0.03245793531922649,7,26
ela_distr.skewness,0.02861430429545264,8,26
ela_meta.lin_simple.coef.max_by_min,0.026931869778897104,9,26
ela_meta.quad_simple.cond,0.026355973621272864,10,26
nbc.nn_nb.cor,0.02539994685509912,11,26
ela_level.mmce_mda_50,0.023160699616000723,12,26
ela_level.lda_qda_50,0.0214306040549834,13,26
ela_level.lda_mda_10,0.020167315567531444,14,26
ela_level.lda_mda_25,0.01860291293950495,15,26
ela_level.lda_mda_50,0.018562629762884576,16,26
ela_level.qda_mda_25,0.01626270633025863,17,26
ela_level.mmce_lda_50,0.013510664204885876,18,26
ela_meta.lin_simple.adj_r2,0.012443526784485825,19,26
nbc.nb_fitness.cor,0.01217605789926218,20,26
ela_meta.quad_w_interact.adj_r2,0.01175224904705431,21,26
ela_level.mmce_lda_10,0.010737929496512871,22,26
pca.expl_var_PC1.cor_x,0.00937814958891567,23,26
ela_level.qda_mda_50,0.0043037716626302515,24,26
ela_level.mmce_lda_25,0.004234215908393755,25,26
pca.expl_var.cor_init,0.002019698160542486,26,26
ela_meta.lin_simple.intercept,0.4797905016756939,1,27
ic.eps.s,0.2905414910628467,2,27
pca.expl_var_PC1.cov_init,0.09090700165546142,3,27
disp.ratio_mean_10,0.08351095295448702,4,27
ela_level.lda_qda_25,0.07345303621547739,5,27
ela_distr.number_of_peaks,0.033844616852353474,6,27
ela_level.lda_qda_10,0.03261494922787139,7,27
ela_distr.skewness,0.032175558397538516,8,27
ela_level.lda_mda_50,0.02958584893508885,9,27
ela_meta.lin_simple.adj_r2,0.025624782005778092,10,27
ela_meta.lin_simple.coef.max_by_min,0.024877484119096835,11,27
ela_level.lda_mda_25,0.02328946475063455,12,27
ela_level.lda_mda_10,0.023105244044831854,13,27
ela_level.lda_qda_50,0.021596542710623213,14,27
ela_meta.quad_simple.cond,0.020513706089937623,15,27
ela_level.mmce_mda_50,0.012613015427599926,16,27
ela_level.mmce_qda_10,0.012323529727493924,17,27
ela_meta.quad_w_interact.adj_r2,0.01081576647036841,18,27
nbc.nn_nb.cor,0.010500996532668594,19,27
nbc.nb_fitness.cor,0.009756064806989463,20,27
ela_level.qda_mda_50,0.008885736143660266,21,27
pca.expl_var_PC1.cor_x,0.006587260748225182,22,27
ela_level.qda_mda_25,0.006385717913036878,23,27
ela_level.mmce_lda_10,0.005616955398749896,24,27
ela_level.mmce_lda_50,0.005460516695762889,25,27
ela_level.mmce_lda_25,0.0048297496850598426,26,27
pca.expl_var.cor_init,0.0026318693820916042,27,27
ela_meta.lin_simple.intercept,0.461624853292897,1,28
ic.eps.s,0.34285994113786344,2,28
pca.expl_var_PC1.cov_init,0.0813586135030043,3,28
disp.ratio_mean_10,0.08106905534189643,4,28
ela_level.lda_qda_25,0.06597844629127525,5,28
ela_distr.number_of_peaks,0.039412780296488356,6,28
ela_level.lda_qda_10,0.03237172463621565,7,28
ela_distr.skewness,0.03094001738707075,8,28
ela_level.lda_mda_10,0.030345836565090035,9,28
pca.expl_var_PC1.cor_x,0.02411659170843092,10,28
ela_meta.lin_simple.coef.max_by_min,0.022526990236240167,11,28
ela_distr.kurtosis,0.02249089313490741,12,28
ela_meta.quad_simple.cond,0.021491674175053304,13,28
ela_level.lda_mda_50,0.01984277354460055,14,28
ela_level.lda_mda_25,0.018062979448368544,15,28
ela_level.qda_mda_25,0.017900212595091437,16,28
nbc.nn_nb.cor,0.016787155320794857,17,28
ela_level.lda_qda_50,0.01561866233133223,18,28
pca.expl_var.cor_init,0.014994014879946364,19,28
ela_level.mmce_qda_10,0.014575864300313653,20,28
ela_level.mmce_mda_50,0.010690651310426812,21,28
ela_level.mmce_lda_50,0.009312666534428634,22,28
nbc.nb_fitness.cor,0.008362262983066051,23,28
ela_level.mmce_lda_25,0.007730830406907055,24,28
ela_level.mmce_lda_10,0.006293697074571734,25,28
ela_level.qda_mda_50,0.003931284885668724,26,28
ela_meta.lin_simple.intercept,0.38103262912110797,1,29
ic.eps.s,0.3321439145766266,2,29
ela_level.lda_qda_25,0.10017248218149476,3,29
disp.ratio_mean_10,0.095751701786838,4,29
pca.expl_var_PC1.cov_init,0.08826691758187251,5,29
ela_distr.number_of_peaks,0.036551662410552355,6,29
ela_level.lda_qda_10,0.032962754368005734,7,29
ela_distr.skewness,0.030651765245898768,8,29
ela_level.lda_mda_50,0.02692637376064203,9,29
ela_meta.lin_simple.coef.max_by_min,0.02424568156173712,10,29
ela_meta.quad_simple.cond,0.02356079166385688,11,29
nbc.nn_nb.cor,0.02178877075668728,12,29
ela_level.lda_mda_25,0.020929722848724318,13,29
ela_level.mmce_mda_50,0.020626591909549286,14,29
ela_level.mmce_qda_10,0.017372304682943738,15,29
ela_meta.lin_simple.adj_r2,0.014574553634588401,16,29
ela_level.lda_qda_50,0.014201472445628633,17,29
ela_level.mmce_lda_25,0.01221221359286172,18,29
ela_meta.quad_w_interact.adj_r2,0.011069753584866067,19,29
pca.expl_var_PC1.cor_x,0.010736197747478781,20,29
ela_level.qda_mda_25,0.009012936835056573,21,29
pca.expl_var.cor_init,0.008933813785991852,22,29
ela_level.mmce_lda_10,0.008622799552395087,23,29
nbc.nb_fitness.cor,0.008110005627299409,24,29
ela_level.lda_mda_10,0.00783705567146829,25,29
ela_level.qda_mda_50,0.007220025038582492,26,29
ela_level.mmce_lda_50,0.006337789522937917,27,29
ela_meta.lin_simple.intercept,0.46122880057119864,1,30
ic.eps.s,0.30490454388202975,2,30
ela_level.lda_qda_25,0.08727428940530166,3,30
pca.expl_var_PC1.cov_init,0.08235779469293707,4,30
disp.ratio_mean_10,0.06502688628222114,5,30
ela_distr.number_of_peaks,0.03909822311997298,6,30
ela_distr.skewness,0.03244842023612692,7,30
nbc.nn_nb.cor,0.026528055684645273,8,30
ela_meta.quad_simple.cond,0.024709634190052933,9,30
ela_level.mmce_mda_50,0.02459752828311542,10,30
ela_level.lda_qda_10,0.023534551610560953,11,30
ela_meta.lin_simple.coef.max_by_min,0.02146377983163572,12,30
ela_level.lda_mda_50,0.021053008784923194,13,30
ela_level.lda_mda_25,0.020385972011147627,14,30
pca.expl_var_PC1.cor_x,0.014126418057697819,15,30
ela_meta.lin_simple.adj_r2,0.013560348504793708,16,30
ela_level.mmce_qda_10,0.013424835473970102,17,30
ela_meta.quad_w_interact.adj_r2,0.013190007094375289,18,30
ela_level.lda_mda_10,0.012816018646546164,19,30
ela_level.lda_qda_50,0.012245590082157663,20,30
ela_level.mmce_lda_50,0.009271671330177226,21,30
pca.expl_var.cor_init,0.00920145145118793,22,30
nbc.nb_fitness.cor,0.008599868656221348,23,30
ela_level.qda_mda_50,0.008519793533180282,24,30
ela_level.mmce_lda_10,0.005179051686698728,25,30
ela_level.qda_mda_25,0.004570146396732433,26,30
ela_level.mmce_lda_25,0.004484130940153298,27,30
